Site.Code,Site,Sampling.Time,Unique.ID,Plot.ID,Leaf.PercN,Leaf.PercC,Leaf.CHN.Moldy,Shoots.Zmarina.per.m2,Mean.Sheath.Width.cm.,Mean.Shealth.Length.cm.,Mean.Longest.Leaft.Length.cm.,,Epibiota.Periphyton,Epibiota.Macroalgae,Epibiota.MobileInvertebrate,Epibiota.Seagrass,Epibiota.SessileInvertebrate,Epibiota.SD.Periphyton,Epibiota.SD.SessileInvertebrate,Epibiota.SD.Macroalgae,Epibiota.SD.TotalEpibiota,Std.Total.Abund.Mesograzers,Std.Total.Abund.Molluscs,Std.Total.Abund.Crustaceans,Std.Total.Abund.Amphipods,Std.Abund.Gammarids,Std.Abund.Caprellids,Std.Abund.Isopods,Std.Abund.Gastropods,Std.Abund.Polychaetes,Plot.Grazer.Richness,Std.Total.Biomass.Mesograzers,Std.Total.Biomass.Molluscs,Std.Total.Biomass.Crustaceans,Std.Total.Biomass.Amphipods,Std.Biomass.Gammarids,Std.Biomass.Caprellids,Std.Biomass.Isopods,Std.Biomass.Gastropods,Std.Biomass.Polychaetes,Mean.Above.Zmarina.g,Mean.Above.OtherSeagrass.g,Mean.Above.Total.macrophytes.core.g,Mean.Below.Zmarina.g,Mean.Below.OtherSeagrass.g,Mean.Total.Below.macrophytes.core.g,Mean.Macroalgae.g,Mean.Total.Seagrass.Biomass.Above,Mean.Total.Seagrass.Biomass.Below,TOTAL.Seagrass.Biomass,TOTAL.Macrophyte.Biomass,Macroalgae,Pdn.Amphipod,Pdn.Caprellid,Pdn.Gastropod,Pdn.Isopod,Pdn.Lettuce,Pdn.Shrimp,Pdn.Squid,Pdn.Crustacean
NC,NC.B,1,NC.B.1.5,5,1.505606413,35.92856598,N,477.4637128,0.35,7.01,30.16,,0.167,0,0,0.5944,0,0.280955585,0,0,0.280955585,2.567394095,0.320924262,2.246469833,1.925545571,1.283697047,0.641848524,0.320924262,0.320924262,0,6,1.824454429,0.857509628,0.966944801,0.674582798,0.569961489,0.104621309,0.292362003,0.857509628,0,161,24,185,180,0,180,0,185,180,341,365,0.0441,1,NA,NA,1,NA,NA,NA,1
NC,NC.B,1,NC.B.1.6,6,1.635921359,35.54227066,N,381.9709702,0.37,7.38,31.74,,0.1738,0,0,0.6464,0,0.268873762,0,0,0.268873762,4.668098217,0,4.668098217,3.734478573,3.734478573,0,0.933619643,0,0,5,3.781159556,0,3.781159556,2.93063206,2.93063206,0,0.850527495,0,0,290,14,304,426,0,426,0,304,426,716,730,0.0306,1,NA,NA,NA,NA,NA,1,1
NC,NC.B,1,NC.B.1.7,7,1.565420985,35.63980103,N,413.8018844,0.31,5.76,22.35,,0.1111,0,0,0.2927,0,0.379569525,0,0,0.379569525,3.938336897,2.813097783,1.125239113,0.562619557,0.562619557,0,0,2.813097783,0,4,3.834814898,2.337684258,1.49713064,0.20310566,0.20310566,0,0,2.337684258,0,137,10,147,226,0,226,0,147,226,363,373,0.0525,1,NA,NA,0,NA,NA,1,0.5
NC,NC.B,1,NC.B.1.8,8,1.485095739,35.71678925,N,509.2946269,0.27,5.06,21.51,,0.0811,0,0,0.2172,0,0.373388582,0,0,0.373388582,6.247722185,1.041287031,5.206435154,3.644504608,3.644504608,0,0,1.041287031,0,6,3.98396418,2.782318946,1.201645234,1.052741188,1.052741188,0,0,2.782318946,0,186,40,226,280,0,280,0,226,280,466,506,0.0327,0,NA,NA,NA,NA,NA,NA,0
NC,NC.B,1,NC.B.1.9,9,1.596848011,34.44907379,N,286.4782277,0.37,6.61,29.04,,0.212,0,0,0.5509,0,0.384824832,0,0,0.384824832,6.863417982,1.372683596,5.490734386,4.118050789,4.118050789,0,1.372683596,1.372683596,0,4,5.142072752,3.66781057,1.474262183,1.277968428,1.277968428,0,0.196293754,3.66781057,0,157,61,218,227,0,227,0,218,227,384,445,0.3392,NA,NA,NA,NA,0,NA,1,NA
NC,NC.B,1,NC.B.1.10,10,1.435467362,34.56775284,N,318.3091418,0.36,6.64,27.83,,0.1269,0,0,0.5242,0,0.242083174,0,0,0.242083174,6.22136757,0.56557887,5.6557887,3.39347322,1.69673661,1.69673661,1.13115774,0.56557887,0,7,2.653130479,0.223403654,2.429726825,1.048017646,0.60064476,0.447372886,1.381709179,0.223403654,0,142,127,269,145,0,145,0,269,145,287,414,0.2056,NA,NA,NA,NA,NA,NA,1,NA
NC,NC.B,1,NC.B.1.11,11,1.763765574,35.16281128,N,413.8018844,0.33,5.55,23.29,,0.1327,0,0,0.3605,0,0.368099861,0,0,0.368099861,2.756665223,0.787618635,1.969046588,1.969046588,1.969046588,0,0,0.787618635,0,4,1.165281771,0.808884338,0.356397432,0.356397432,0.356397432,0,0,0.808884338,0,109,28,137,250,0,250,0,137,250,359,387,0.0148,NA,NA,NA,NA,NA,NA,NA,NA
NC,NC.B,1,NC.B.1.12,12,1.278568149,31.1480751,N,509.2946269,0.33,5.74,24.5,,0.1609,0,0,0.4505,0,0.357158713,0,0,0.357158713,3.522056881,2.641542661,0.88051422,0.88051422,0.88051422,0,0,2.641542661,0,2,5.735669631,5.609756098,0.125913534,0.125913534,0.125913534,0,0,5.609756098,0,142,35,177,103,0,103,0,177,103,245,280,0.0719,1,NA,NA,0,0,NA,NA,0.5
NC,NC.B,1,NC.B.1.13,13,1.588404536,36.24420929,N,541.1255411,0.34,6.42,25.55,,0.1522,0,0,0.4566,0,0.333333333,0,0,0.333333333,10.17006611,3.390022035,6.78004407,3.955025708,2.825018363,1.130007345,2.26001469,3.390022035,0,9,10.39380756,6.054579355,4.339228205,1.929487542,1.65998079,0.269506752,2.409740663,6.054579355,0,241,16,257,234,0,234,0,257,234,475,491,0.2835,1,NA,NA,NA,0,NA,1,1
NC,NC.B,1,NC.B.1.14,14,1.471027613,34.75852966,N,572.9564553,0.36,6.42,27.28,,0.0992,0,0,0.4325,0,0.229364162,0,0,0.229364162,3.32709503,0.831773758,2.495321273,2.495321273,2.495321273,0,0,0.831773758,0,6,1.708047411,1.064878353,0.643169058,0.643169058,0.643169058,0,0,1.064878353,0,160,10,170,275,0,275,0,170,275,435,445,0.573,1,NA,NA,0,NA,NA,1,0.5
NC,NC.B,1,NC.B.1.15,15,1.590011239,34.88212585,N,572.9564553,0.37,5.31,23.45,,0.1325,0,0,0.3372,0,0.392941874,0,0,0.392941874,4.579278764,1.144819691,3.434459073,2.289639382,2.289639382,0,0.572409845,1.144819691,0,6,3.276473955,2.117344018,1.159129937,0.70234688,0.70234688,0,0.456783057,2.117344018,0,211,24,235,187,0,187,0,235,187,398,422,0.0365,1,NA,NA,NA,NA,NA,1,1
NC,NC.B,1,NC.B.1.16,16,1.543005347,35.30011749,N,318.3091418,0.34,6.15,22.29,,0.1176,0,0,0.4152,0,0.283236994,0,0,0.283236994,14.23360911,0,14.23360911,8.896005693,8.006405124,0.889600569,2.668801708,0,0,8,8.824837648,0,8.824837648,2.012276488,1.732941909,0.279334579,6.491415355,0,0,176,84,260,158,0,158,0,260,158,334,418,1.0594,1,NA,NA,1,0,NA,NA,1
NC,NC.B,1,NC.B.1.17,17,1.495424867,34.5951004,N,668.4491979,0.34,5.7,23.88,,0.1066,0,0,0.3758,0,0.283661522,0,0,0.283661522,7.155942294,0.858713075,6.297229219,5.438516144,4.86604076,0.572475384,0.858713075,0.858713075,0,11,5.375543852,1.823620334,3.551923517,1.38395924,1.290645752,0.093313488,2.167964278,1.823620334,0,127,16,143,160,0,160,0,143,160,287,303,0.4038,1,NA,NA,NA,NA,NA,1,1
NC,NC.B,1,NC.B.1.18,18,1.527557731,34.82780457,N,286.4782277,0.33,4.88,19.64,,0.0581,0,0,0.2661,0,0.21833897,0,0,0.21833897,12.92175162,1.435750179,11.48600144,11.48600144,1.435750179,10.05025126,0,1.435750179,0,3,11.971285,9.978463747,1.992821249,1.992821249,0.205312276,1.787508973,0,9.978463747,0,96,11,107,99,0,99,0,107,99,195,206,0.1916,NA,NA,NA,0,0,NA,1,0
NC,NC.B,1,NC.B.1.19,19,1.644292831,39.14945221,N,381.9709702,0.37,6.09,26.86,,0.112,0,0,0.4045,0,0.276885043,0,0,0.276885043,6.44295302,0,6.44295302,4.832214765,4.832214765,0,1.073825503,0,0,4,9.655302013,0,9.655302013,3.419597315,3.419597315,0,6.235704698,0,0,152,39,191,199,0,199,0,191,199,351,390,0.2843,1,NA,NA,NA,1,NA,1,1
NC,NC.B,1,NC.B.1.20,20,1.255559921,30.75036812,N,429.7173415,0.38,6.2,29.56,,0.117,0,0,0.4062,0,0.288035451,0,0,0.288035451,2.605976372,0,2.605976372,2.605976372,1.737317582,0.868658791,0,0,0,3,0.510771369,0,0.510771369,0.510771369,0.437804031,0.072967338,0,0,0,141,25,166,236,0,236,0,166,236,377,402,0.4037,NA,NA,NA,0,0,NA,1,0
NN,NN.A,1,NN.A.1.1,1,2.264991999,37.5331459,N,120,0.35,3.75,23.8,,0.0279,0,0,0.3588,0,0.077759197,0,0,0.077759197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,11,0,11,0,35,11,46,46,29.5599,0,NA,0,NA,0,NA,0,0
NN,NN.A,1,NN.A.1.2,2,2.212095022,38.55245972,N,216,0.35,2.95,22.3,,0.0434,0,0,0.4195,0,0.103456496,0,0,0.103456496,3.65030115,3.65030115,0,0,0,0,0,3.65030115,0,2,1.107866399,1.107866399,0,0,0,0,0,1.107866399,0,56,0,56,139,0,139,0,56,139,195,195,7.203,0,NA,0,NA,1,NA,1,0
NN,NN.A,1,NN.A.1.3,3,1.794201851,37.53182602,N,348,0.25,3.2,23.35,,0.0221,0,0,0.3644,0,0.06064764,0,0,0.06064764,2.133788542,2.133788542,0,0,0,0,0,2.133788542,0,2,0.90686013,0.90686013,0,0,0,0,0,0.90686013,0,45,0,45,112,0,112,0,45,112,157,157,1.0275,0,NA,0,NA,0,NA,0,0
NN,NN.A,1,NN.A.1.4,4,2.017600536,38.34524918,N,296,0.3,2.8,25.85,,0.0221,0,0,0.2772,0,0.07972583,0,0,0.07972583,2.473410834,2.473410834,0,0,0,0,0,2.473410834,0,1,0.976997279,0.976997279,0,0,0,0,0,0.976997279,0,49,0,49,74,0,74,0,49,74,123,123,26.194,0,NA,0,NA,0,NA,0,0
NN,NN.A,1,NN.A.1.5,5,2.446017265,38.40975571,N,352,0.35,1.9,20.65,,0.0332,0,0,0.1657,0,0.2003621,0,0,0.2003621,1.953125,1.953125,0,0,0,0,0,1.953125,0,1,0.888671875,0.888671875,0,0,0,0,0,0.888671875,0,55,0,55,99,0,99,0,55,99,154,154,8.3038,0,NA,0,NA,0,NA,0,0
NN,NN.A,1,NN.A.1.6,6,1.891885996,38.89633942,N,256,0.25,1.9,19.9,,0.0182,0,0,0.1791,0,0.101619207,0,0,0.101619207,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,0,53,131,0,131,0,53,131,184,184,18.133,0,NA,0,NA,0,NA,1,0
NN,NN.A,1,NN.A.1.7,7,1.964512348,38.16971588,N,316,0.3,2.2,21.9,,0.0312,0,0,0.3949,0,0.079007344,0,0,0.079007344,14.32664756,14.32664756,0,0,0,0,0,14.32664756,0,3,7.888252149,7.888252149,0,0,0,0,0,7.888252149,0,26,0,26,61,0,61,0,26,61,87,87,0.3833,1,NA,0,NA,0,NA,0,1
NN,NN.A,1,NN.A.1.8,8,2.591506243,37.71281815,N,144,0.3,2.75,22.7,,0.0267,0,0,0.3044,0,0.087713535,0,0,0.087713535,5.382131324,5.382131324,0,0,0,0,0,5.382131324,0,2,0.979547901,0.979547901,0,0,0,0,0,0.979547901,0,14,0,14,40,0,40,0,14,40,54,54,1.4717,0,NA,0,NA,0,NA,0,0
NN,NN.A,1,NN.A.1.9,9,2.542943954,37.77396393,N,160,0.35,3.4,26.1,,0.0222,0,0,0.3575,0,0.062097902,0,0,0.062097902,2.307869836,2.307869836,0,0,0,0,0,2.307869836,0,1,108.5045003,108.5045003,0,0,0,0,0,108.5045003,0,20,0,20,58,0,58,0,20,58,78,78,0.6919,0,NA,0,NA,0,NA,0,0
NN,NN.A,1,NN.A.1.10,10,2.378429174,38.29820633,N,192,0.3,2.6,20.2,,0.0183,0,0,0.2898,0,0.063146998,0,0,0.063146998,17.71479185,17.71479185,0,0,0,0,0,17.71479185,0,1,4.844995571,4.844995571,0,0,0,0,0,4.844995571,0,19,0,19,48,0,48,0,19,48,67,67,2.654,0,NA,0,NA,0,NA,0,0
NN,NN.A,1,NN.A.1.11,11,2.758769989,38.26115036,N,132,0.3,2.55,17.75,,0.0413,0,0,0.2204,0,0.18738657,0,0,0.18738657,0,0,0,0,0,0,0,0,0,0,0.494641385,0.494641385,0,0,0,0,0,0.494641385,0,15,0,15,66,0,66,0,15,66,81,81,2.8686,0,NA,0,NA,0,NA,0,0
NN,NN.A,1,NN.A.1.12,12,2.337546825,38.65946198,N,158,0.3,2.45,21.15,,0.0204,0,0,0.1821,0,0.112026359,0,0,0.112026359,16.63339987,16.63339987,0,0,0,0,0,16.63339987,0,1,3.612774451,3.612774451,0,0,0,0,0,3.612774451,0,24,0,24,41,0,41,0,24,41,65,65,35.8494,1,NA,0,NA,0,NA,0,1
NN,NN.A,1,NN.A.1.13,13,2.760756016,36.58272171,N,108,0.35,3.45,24.2,,0.025,0,0,0.2868,0,0.087168759,0,0,0.087168759,5.431830527,5.431830527,0,0,0,0,0,5.431830527,0,1,1.151548072,1.151548072,0,0,0,0,0,1.151548072,0,5,0,5,20,0,20,0,5,20,25,25,0.222,1,NA,0,NA,0,NA,0,1
NN,NN.A,1,NN.A.1.14,14,2.417167425,34.1937561,N,74,0.3,2.3,20.9,,0.0261,0,0,0.2583,0,0.101045296,0,0,0.101045296,2.849002849,2.849002849,0,0,0,0,0,2.849002849,0,1,1.296296296,1.296296296,0,0,0,0,0,1.296296296,0,5,0,5,5,0,5,0,5,5,10,10,19.6671,0,NA,0,NA,0,NA,0,0
NN,NN.A,1,NN.A.1.15,15,2.809875011,38.49996567,N,96,0.3,2.95,25,,0.0239,0,0,0.1783,0,0.134043746,0,0,0.134043746,56.81818182,56.81818182,0,0,0,0,0,56.81818182,0,1,21.02272727,20.36363636,0.659090909,0,0,0,0.659090909,20.36363636,0,23,0,23,49,0,49,0,23,49,72,72,0.1626,0,NA,0,NA,0,NA,0,0
NN,NN.A,1,NN.A.1.16,16,2.834618568,50.3653183,N,108,0.35,3.55,24.2,,0.0205,0,0,0.2931,0,0.069941999,0,0,0.069941999,2.093802345,2.093802345,0,0,0,0,0,2.093802345,0,1,0.443886097,0.443886097,0,0,0,0,0,0.443886097,0,22,0,22,28,0,28,0,22,28,50,50,0.9331,1,NA,0,NA,0,NA,0,1
NN,NN.A,1,NN.A.1.17,17,1.250853419,23.82324028,N,172,0.3,3,21.4,,0.0238,0,0,0.3019,0,0.078834051,0,0,0.078834051,28.9017341,28.9017341,0,0,0,0,0,28.9017341,0,1,7.904624277,7.904624277,0,0,0,0,0,7.904624277,0,35,0,35,143,0,143,0,35,143,178,178,11.199,0,NA,0,NA,0,NA,0,0
NN,NN.A,1,NN.A.1.18,18,3.641808748,46.80968094,N,200,0.25,4.5,25.35,,0.0301,0,0,0.6046,0,0.049784982,0,0,0.049784982,3.549875754,0,3.549875754,1.774937877,1.774937877,0,1.774937877,0,0,1,1.973730919,0,1.973730919,1.616968406,1.616968406,0,0.356762513,0,0,72,0,72,141,0,141,0,72,141,213,213,4.8573,0,NA,0,NA,0,NA,0,0
NN,NN.A,1,NN.A.1.19,19,2.477119923,38.08795547,N,156,0.3,4.4,24.85,,0.0253,0,0,0.5501,0,0.045991638,0,0,0.045991638,0.989511181,0.989511181,0,0,0,0,0,0.989511181,0,1,0.232535128,0.232535128,0,0,0,0,0,0.232535128,0,30,0,30,63,0,63,0,30,63,93,93,6.4603,0,NA,0,NA,0,NA,0,0
NN,NN.A,1,NN.A.1.20,20,2.69548893,37.90031433,N,114,0.3,4.95,26,,0.03,0,0,0.4316,0,0.069508804,0,0,0.069508804,1.760253477,1.760253477,0,0,0,0,0,1.760253477,0,1,0.735785953,0.735785953,0,0,0,0,0,0.735785953,0,15,0,15,29,0,29,0,15,29,44,44,0.8556,0,NA,0,NA,0,NA,0,0
NN,NN.B,1,NN.B.1.1,1,1.932384849,35.74769974,N,800,0.3,6.35,31.25,,0.0276,0,0,0.5972,0,0.046215673,0,0,0.046215673,8.173577055,7.430524595,0.74305246,0,0,0,0.74305246,7.430524595,0,4,30.3314014,2.833259028,27.49814237,0,0,0,27.49814237,2.833259028,0,93,0,93,374,0,374,0,93,374,467,467,45.3216,0,NA,0,NA,0,NA,0,0
NN,NN.B,1,NN.B.1.2,2,2.189972162,37.72408676,N,700,0.2,3.2,23.05,,0.0275,0,0,0.2641,0,0.104127225,0,0,0.104127225,10.75268817,10.75268817,0,0,0,0,0,10.75268817,0,4,8.147465438,8.147465438,0,0,0,0,0,8.147465438,0,133,0,133,561,0,561,0,133,561,694,694,0.5246,0,NA,0,NA,0,NA,0,0
NN,NN.B,1,NN.B.1.3,3,2.023447752,37.3261528,N,500,0.2,3.7,18.15,,0.0197,0,0,0.1441,0,0.136710618,0,0,0.136710618,10.47577477,10.47577477,0,0,0,0,0,10.47577477,0,3,4.105630729,4.105630729,0,0,0,0,0,4.105630729,0,58,0,58,176,0,176,0,58,176,234,234,0.0331,1,NA,0,NA,0,NA,0,1
NN,NN.B,1,NN.B.1.4,4,2.072604656,38.79517365,N,625,0.25,3.55,27.75,,0.0216,0,0,0.2355,0,0.091719745,0,0,0.091719745,12.68856619,11.98364585,0.704920344,0,0,0,0,11.98364585,0,5,3.911602989,3.911602989,0,0,0,0,0,3.911602989,0,107,0,107,183,0,183,0,107,183,290,290,0.1065,0,NA,0,NA,0,NA,0,0
NN,NN.B,1,NN.B.1.5,5,1.927137852,37.58760452,N,650,0.15,2.25,12.2,,0.0285,0,0,0.2711,0,0.105127259,0,0,0.105127259,8.599376545,8.599376545,0,0,0,0,0,8.599376545,0,3,4.799527034,4.799527034,0,0,0,0,0,4.799527034,0,23,0,23,192,0,192,0,23,192,215,215,0.0595,0,NA,0,NA,0,NA,0,0
NN,NN.B,1,NN.B.1.6,6,1.722500324,37.65407562,N,725,0.2,3.2,15.95,,0.0225,0,0,0.116,0,0.193965517,0,0,0.193965517,8.443568815,8.443568815,0,0,0,0,0,8.443568815,0,2,4.22459893,4.22459893,0,0,0,0,0,4.22459893,0,28,0,28,330,0,330,0,28,330,358,358,1.1485,0,NA,0,NA,0,NA,0,0
NN,NN.B,1,NN.B.1.7,7,1.904271007,37.26659012,N,700,0.2,2.05,18.75,,0.0211,0,0,0.1789,0,0.117942985,0,0,0.117942985,11.59084323,11.59084323,0,0,0,0,0,11.59084323,0,4,6.46913938,6.46913938,0,0,0,0,0,6.46913938,0,92,0,92,303,0,303,0,92,303,395,395,0.041,1,NA,0,NA,0,NA,0,1
NN,NN.B,1,NN.B.1.8,8,1.770230055,36.62435913,N,675,0.2,2.85,12.45,,0.0249,0,0,0.2205,0,0.11292517,0,0,0.11292517,14.00560224,14.00560224,0,0,0,0,0,14.00560224,0,4,5.884687208,5.884687208,0,0,0,0,0,5.884687208,0,44,0,44,197,0,197,0,44,197,241,241,4.201,0,NA,0,NA,0,NA,0,0
NN,NN.B,1,NN.B.1.9,9,1.998511076,36.90634155,N,675,0.2,2.75,14.5,,0.0255,0,0,0.1389,0,0.183585313,0,0,0.183585313,8.382229673,8.382229673,0,0,0,0,0,8.382229673,0,1,1.953059514,1.953059514,0,0,0,0,0,1.953059514,0,59,0,59,301,0,301,0,59,301,360,360,0.0082,1,NA,0,NA,0,NA,0,1
NN,NN.B,1,NN.B.1.10,10,2.032944679,37.35589981,N,475,0.25,3.25,17.85,,0.0246,0,0,0.1852,0,0.132829374,0,0,0.132829374,8.327781479,6.662225183,1.665556296,0,0,0,1.665556296,6.662225183,0,2,2.018654231,1.417388408,0.601265823,0,0,0,0.601265823,1.417388408,0,7,0,7,51,0,51,0,7,51,58,58,0.5614,0,NA,0,NA,0,NA,0,0
NN,NN.B,1,NN.B.1.11,11,1.39816463,39.3469162,N,650,0.35,5.75,25.5,,0.023,0,0,0.4032,0,0.057043651,0,0,0.057043651,6.28820082,6.28820082,0,0,0,0,0,6.28820082,0,4,2.107804915,2.107804915,0,0,0,0,0,2.107804915,0,127,0,127,583,0,583,0,127,583,710,710,25.2034,1,NA,0,NA,0,NA,0,1
NN,NN.B,1,NN.B.1.12,12,1.380055666,38.44869614,N,725,0.3,3.85,22.1,,0.0251,0,0,0.2693,0,0.093204605,0,0,0.093204605,21.06002106,21.06002106,0,0,0,0,0,21.06002106,0,4,6.044226044,6.044226044,0,0,0,0,0,6.044226044,0,70,0,70,270,0,270,0,70,270,340,340,2.8243,0,NA,0,NA,0,NA,0,0
NN,NN.B,1,NN.B.1.13,13,1.953157067,38.30125046,N,950,0.3,5.65,33.75,,0.032,0,0,0.7572,0,0.042260961,0,0,0.042260961,6.00060006,6.00060006,0,0,0,0,0,6.00060006,0,4,1.495349535,1.495349535,0,0,0,0,0,1.495349535,0,69,0,69,175,0,175,0,69,175,244,244,15.9877,0,NA,0,NA,0,NA,0,0
NN,NN.B,1,NN.B.1.14,14,1.685050368,42.04836273,N,675,0.35,6.5,29.85,,0.0398,0,0,0.7457,0,0.05337267,0,0,0.05337267,13.03441084,13.03441084,0,0,0,0,0,13.03441084,0,4,5.370177268,5.370177268,0,0,0,0,0,5.370177268,0,42,0,42,65,0,65,0,42,65,107,107,0.8278,0,NA,0,NA,0,NA,0,0
NN,NN.B,1,NN.B.1.15,15,1.668699026,38.95769882,N,825,0.35,6.95,33.35,,0.0286,0,0,0.5238,0,0.054600993,0,0,0.054600993,20.05347594,20.05347594,0,0,0,0,0,20.05347594,0,2,5.136554622,5.136554622,0,0,0,0,0,5.136554622,0,56,0,56,159,0,159,0,56,159,215,215,0.4219,0,NA,0,NA,0,NA,NA,0
NN,NN.B,1,NN.B.1.16,16,1.358526349,38.48900223,N,500,0.3,7.5,26.65,,0.0345,0,0,0.802,0,0.043017456,0,0,0.043017456,12.98990499,12.98990499,0,0,0,0,0,12.98990499,0,5,5.257571259,5.257571259,0,0,0,0,0,5.257571259,0,42,0,42,156,0,156,0,42,156,198,198,4.6719,0,NA,0,NA,0,NA,0,0
NN,NN.B,1,NN.B.1.17,17,1.327769756,38.2174263,N,462.5,0.3,5.8,25.7,,0.0275,0,0,0.6607,0,0.041622522,0,0,0.041622522,6.509112758,6.509112758,0,0,0,0,0,6.509112758,0,3,1.749449229,1.749449229,0,0,0,0,0,1.749449229,0,89,0,89,389,0,389,0,89,389,478,478,8.7194,0,NA,0,NA,0,NA,0,0
NN,NN.B,1,NN.B.1.18,18,1.475002289,38.19756317,N,725,0.3,5.85,26.75,,0.0305,0,0,0.5543,0,0.055024355,0,0,0.055024355,6.22984462,5.863383172,0.366461448,0,0,0,0.366461448,5.863383172,0,4,2.778877162,2.646584579,0.132292583,0,0,0,0.132292583,2.646584579,0,77,0,77,189,0,189,0,77,189,266,266,0.4221,0,NA,0,NA,0,NA,0,0
NN,NN.B,1,NN.B.1.19,19,1.318749309,38.50601578,N,600,0.3,4.35,20.1,,0.0268,0,0,0.7753,0,0.034567264,0,0,0.034567264,8.4073354,8.4073354,0,0,0,0,0,8.4073354,0,4,2.663023488,2.663023488,0,0,0,0,0,2.663023488,0,115,0,115,372,0,372,0,115,372,487,487,7.1389,1,NA,0,NA,0,NA,0,1
NN,NN.B,1,NN.B.1.20,20,1.381398559,38.88460922,N,400,0.3,3.95,27.8,,0.0341,0,0,0.5484,0,0.06218089,0,0,0.06218089,7.702763933,7.702763933,0,0,0,0,0,7.702763933,0,4,5.175804259,5.175804259,0,0,0,0,0,5.175804259,0,30,0,30,163,0,163,0,30,163,193,193,0.8009,0,NA,0,NA,0,NA,0,0
OR,OR.A,1,OR.A.1.1,1,2.890234232,36.00517273,N,190.9854851,0.94,42.7,137.62,,6.1,0,0,5.99,0,1.01836394,0,0,1.01836394,0.775945684,0,0.193986421,0.09699321,0.09699321,0,0.09699321,0,0.581959263,3,2.568865179,0,1.990688652,0.568865179,0.568865179,0,1.421823472,0,0.578176528,385.5,0,385.5,28.5,0,28.5,0,385.5,28.5,414,414,0.79,0,NA,0,0,0,NA,1,0
OR,OR.A,1,OR.A.1.2,2,2.596822262,28.99630928,N,286.4782277,0.92,40.48,139.52,,5.71,0,0,8.04,0,0.710199005,0,0,0.710199005,2.652825836,0.115340254,1.614763552,1.268742791,1.268742791,0,0.346020761,0.115340254,0.92272203,5,1.417416378,0.017531719,0.921453287,0.446020761,0.446020761,0,0.475432526,0.017531719,0.478431373,354.5,0,354.5,90,0,90,0,354.5,90,444.5,444.5,9.35,1,NA,0,0,0,NA,0,0.5
OR,OR.A,1,OR.A.1.3,3,3.329658985,35.15228271,N,222.8163993,0.9,46.18,112.28,,3.81,0,0,6.92,0,0.550578035,0,0,0.550578035,1.162040026,0,0.581020013,0.516462234,0.516462234,0,0.064557779,0,0.581020013,4,2.314009038,0,0.796772111,0.421885087,0.421885087,0,0.374887024,0,1.517236927,192.5,0,192.5,61.5,0,61.5,0,192.5,61.5,254,254,10.91,1,NA,0,0,0,NA,1,0.5
OR,OR.A,1,OR.A.1.4,4,3.082614899,34.94261169,N,190.9854851,0.87,48.48,130.62,,4.5,0,0,7.29,0,0.617283951,0,0,0.617283951,0.622665006,0,0.373599004,0.124533001,0.124533001,0,0.249066002,0,0.249066002,3,1.120174346,0,1.054545455,0.286425903,0.286425903,0,0.768119552,0,0.065628892,314.5,0,314.5,157,0,157,0,314.5,157,471.5,471.5,0.66,1,NA,0,0,0,NA,1,0.5
OR,OR.A,1,OR.A.1.5,5,2.61069417,34.94480133,N,222.8163993,1,43.8,138.16,,7.46,0,0,7.97,0,0.936010038,0,0,0.936010038,0.830860534,0,0.534124629,0.534124629,0.534124629,0,0,0,0.296735905,4,1.370801187,0,1.067833828,1.067833828,1.067833828,0,0,0,0.302967359,151,0,151,35,0,35,0,151,35,186,186,1.77,1,NA,0,0,0,NA,1,0.5
OR,OR.A,1,OR.A.1.6,6,2.579782009,35.64814377,N,63.66182837,0.86,44.98,129.54,,3.74,0,0,6.26,0,0.597444089,0,0,0.597444089,1.214574899,0,0.809716599,0.20242915,0.20242915,0,0.607287449,0,0.4048583,3,2.433198381,0,2.179757085,0.073076923,0.073076923,0,2.106680162,0,0.253441296,432,0,432,142,0,142,0,432,142,574,574,0.73,1,NA,0,1,0,NA,1,1
OR,OR.A,1,OR.A.1.7,7,2.759152651,35.05879211,N,159.1545709,0.8,31.68,126.4,,6.41,0,0,7.83,0,0.818646232,0,0,0.818646232,1.385681293,0,0.692840647,0,0,0,0.692840647,0,0.692840647,2,2.693071594,0,2.082678984,0,0,0,2.082678984,0,0.61039261,382.5,0,382.5,135,0,135,0,382.5,135,517.5,517.5,3.49,1,NA,0,0,0,NA,1,0.5
OR,OR.A,1,OR.A.1.8,8,2.878256798,35.54376984,N,63.66182837,0.85,46.16,115.58,,9.16,0,0,8.69,0,1.054085155,0,0,1.054085155,1.774530271,0,0.730688935,0.313152401,0.313152401,0,0.417536534,0,1.043841336,4,4.399895616,0,3.210438413,0.796346555,0.796346555,0,2.414091858,0,1.189457203,323.5,0,323.5,53,0,53,0,323.5,53,376.5,376.5,0.85,1,NA,NA,0,0,NA,1,0.5
