"unique_plot_ID","Site","Plot.ID","Treatment","Deterrent","Nutrients","Acanthochitona fascicularis.Bmass.per.g","Adamnestia sp..Bmass.per.g","Alia carinata.Bmass.per.g","Alia tuberosa.Bmass.per.g","Alvania compacta.Bmass.per.g","Alvania concinna.Bmass.per.g","Alvania spp..Bmass.per.g","amphiD.Bmass.per.g","Amphilochidae.Bmass.per.g","Amphilochus brunneus.Bmass.per.g","Ampithoe.Bmass.per.g","Ampithoe lacertosa.Bmass.per.g","Ampithoe longimana.Bmass.per.g","Ampithoe rubricata.Bmass.per.g","Ampithoe sectimanus.Bmass.per.g","Ampithoe valida.Bmass.per.g","Anachis avara.Bmass.per.g","Aoridae.Bmass.per.g","Aoroides columbiae.Bmass.per.g","Aoroides curvipes.Bmass.per.g","Apherusa cf. ovalipes.Bmass.per.g","Apherusa chiereghinii.Bmass.per.g","Aplysia fasciata cf..Bmass.per.g","Assiminea californica.Bmass.per.g","Barleeia angustata.Bmass.per.g","Batillaria cumingii.Bmass.per.g","Bittium reticulatum.Bmass.per.g","Bittium varium.Bmass.per.g","Bulla gouldiana.Bmass.per.g","Bulla striata .Bmass.per.g","Calliopius laeviusculus.Bmass.per.g","Caprella californica.Bmass.per.g","Caprella equilibra.Bmass.per.g","Caprella kroyeri.Bmass.per.g","Caprella penantis.Bmass.per.g","Caprella spp..Bmass.per.g","Cerithiopsis greenii.Bmass.per.g","Cerithium sp..Bmass.per.g","Cerithium vulgatum.Bmass.per.g","Chironomid larvae sp..Bmass.per.g","Chironomid pupa.Bmass.per.g","Chironomidae.Bmass.per.g","Columbella rustica.Bmass.per.g","Conus mediterraneus.Bmass.per.g","Cymadusa compta.Bmass.per.g","Cymodoce japonica.Bmass.per.g","Cymodoce truncata.Bmass.per.g","Deutella sp..Bmass.per.g","Dexamine spinosa.Bmass.per.g","Dexaminidae.Bmass.per.g","Dulichiella appendiculata.Bmass.per.g","dummy.x.Bmass.per.g","Edotea triloba.Bmass.per.g","Elasmopus levis.Bmass.per.g","Eogammarus confervicolus.Bmass.per.g","Eophliantidae.Bmass.per.g","Erichsonella attenuata.Bmass.per.g","Ericthonius punctatus.Bmass.per.g","Eusiroidea.Bmass.per.g","Exogone gemmifera.Bmass.per.g","Exosphaeroma oregonensis.Bmass.per.g","Gammarella fucicola.Bmass.per.g","Gammarid unknown  #1.Bmass.per.g","Gammarus annulatus.Bmass.per.g","Gammarus cf. locusta.Bmass.per.g","Gammarus duebeni.Bmass.per.g","Gammarus lawrencianus.Bmass.per.g","Gammarus mucronatus.Bmass.per.g","Gammarus oceanicus.Bmass.per.g","Gammarus salinus.Bmass.per.g","Gammarus setosus.Bmass.per.g","Gammarus sp..Bmass.per.g","Gammarus tigrinus.Bmass.per.g","Gastropoda juv..Bmass.per.g","Gibbula umbilicaris.Bmass.per.g","Grandidierella japonica.Bmass.per.g","Haminoea.Bmass.per.g","Hippolyte californiensis.Bmass.per.g","Hippolyte longirostris.Bmass.per.g","Hippolyte sp..Bmass.per.g","Hippolyte varians.Bmass.per.g","Holotelson tuberculatus.Bmass.per.g","Hourstonius vilordes.Bmass.per.g","Hyalidae.Bmass.per.g","Hydrobia spp..Bmass.per.g","Hydrobia ulvae.Bmass.per.g","Idotea balthica.Bmass.per.g","Idotea hectica.Bmass.per.g","Idotea resecata.Bmass.per.g","Idotea rufescens.Bmass.per.g","Idotea wosnesenskii.Bmass.per.g","Iphimedia rickettsi.Bmass.per.g","Ischyroceridae.Bmass.per.g","Jaera albifrons.Bmass.per.g","Jaera marina.Bmass.per.g","Jujubinus striatus.Bmass.per.g","Lacuna marmorata.Bmass.per.g","Lacuna turrita.Bmass.per.g","Lacuna vincta.Bmass.per.g","Lembos websteri.Bmass.per.g","Lepidochitona cinerea.Bmass.per.g","Liocarcinus navigator.Bmass.per.g","Littorina littorea.Bmass.per.g","Littorina obtusata.Bmass.per.g","Littorina saxatilis.Bmass.per.g","Lottia pelta.Bmass.per.g","Lysianassidae.Bmass.per.g","Margarites.Bmass.per.g","Megamoera dentata.Bmass.per.g","Melita shimizui.Bmass.per.g","Microdeutopus anomalus.Bmass.per.g","Microdeutopus gryllotalpa.Bmass.per.g","Microprotopus raneyi.Bmass.per.g","Mopalia sp..Bmass.per.g","Munna sp..Bmass.per.g","Notoacmea depicta.Bmass.per.g","Osilinus lineatus.Bmass.per.g","oth4.Bmass.per.g","Palaemon adspersus.Bmass.per.g","Palaemon serratus.Bmass.per.g","Palaemonetes pugio.Bmass.per.g","Palaemonetes vulgaris.Bmass.per.g","Paracaprella tenuis.Bmass.per.g","Paracerceis caudata.Bmass.per.g","Paracerceis cordata.Bmass.per.g","Paracerceis sculpta.Bmass.per.g","Paradexamine barnardi.Bmass.per.g","Photis brevipes.Bmass.per.g","Phyllaplysia taylori.Bmass.per.g","Platynereis dumerilii.Bmass.per.g","Pleustidae.Bmass.per.g","Pleusymtes glaber.Bmass.per.g","Podoceridae.Bmass.per.g","Podoceropsis nitida.Bmass.per.g","Pontogeneia rostrata.Bmass.per.g","Rissoa (red stout).Bmass.per.g","Rissoa lilacina.Bmass.per.g","Rissoa membranacea.Bmass.per.g","Rissoa parva.Bmass.per.g","Rissoa/Pussillina spp..Bmass.per.g","Siphonacmaea oblongata.Bmass.per.g","Theodoxus fluviatilis.Bmass.per.g","UnID Turreted Rissoids.Bmass.per.g","Unk gammaridean amphipod.Bmass.per.g","Unknown 1 Chiton.Bmass.per.g","Zeuxo sp..Bmass.per.g"
"NC_36","NC",36,"D-N+","D-","N+",0,0,0,0,0,0,0,0,0,0,0,0,0.0415463954878682,0,0,0,1.16209132960543,0,0,0,0,0,0,0,0,0,0,16.0805082186983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330076450198674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46949842389401,0,0.277781132622375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC_37","NC",37,"D+N+","D+","N+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9695309344935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC_38","NC",38,"D+N-","D+","N-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9458376732634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC_4","NC",4,"D-N-","D-","N-",0,0,0,0,0,0,0,0,0,0,0,0,3.21877522777073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7916041979011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209895052473763,0,0,0,0,0,0,0,0.0299850074962519,0,0,0,0.566543651251297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208165148195133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC_41","NC",41,"D+N-","D+","N-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1759370414833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC_47","NC",47,"D-N+","D-","N+",0,0,0,0,0,0,0,0,0,0,0,0,0.229523727499785,0,0,0.0166508770418856,0,0,0,0,0,0,0,0,0,0,0,38.3587402750266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756466569058077,0,0,0,0,0,0.0601441162116384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313352280883071,0,0,0,0,0,0,0.00330146699968421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC_48","NC",48,"D+N+","D+","N+",0,0,0,0,0,0,0,0,0,0,0,0,0.0141439266466701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4716267954252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560879849781745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC_5","NC",5,"D+N+","D+","N+",0,0,0,0,0,0,0,0,0,0,0,0,0.0358908716713099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7219837863615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC_6","NC",6,"D+N+","D+","N+",0,0,0,0,0,0,0,0,0,0,0,0,0.0152893106629761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1212600500857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC_7","NC",7,"D-N+","D-","N+",0,0,0,0,0,0,0,0,0,0,0,0,0.242847353092342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5387613500086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC_77","NC",77,"D+N+","D+","N+",0,0,0,0,0,0,0,0,0,0,0,0,0.057022894266504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8552583052001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405685267667168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC_8","NC",8,"D-N+","D-","N+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0059460927832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108961395671727,0,0,0,0,0.0250520660408681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42455706136247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NN_1","NN",1,"D-N+","D-","N+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15843920145191,0,0.296370235934664,0,0,0,0,0,0,0,0,0,0,0,2.90417422867514,0,0,0,0,0,0,0,0,0.372776769509982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NN_10","NN",10,"D+N+","D+","N+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75929203539823,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2398230088496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NN_11","NN",11,"D+N-","D+","N-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27134363852556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.851961950059453,0,0,0,0,0,0,0,0,0.216052318668252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NN_12","NN",12,"D+N+","D+","N+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412018489984592,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47858243451464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NN_13","NN",13,"D-N+","D-","N+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454689146469968,0,0.484720758693361,0,0,0,0,0,0,0,0,0,0,0,3.37744994731296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NN_14","NN",14,"D-N-","D-","N-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95625,0,0.09025,0,0,0,0,0,0,0,0,0,0,0,2.83725,0,0,0,0,0,0,0,0,0.29625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NN_15","NN",15,"D-N-","D-","N-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150374812593703,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38215892053973,0,0,0,0,0,0,0,0,0.118440779610195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NN_16","NN",16,"D+N-","D+","N-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56530612244898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NN_17","NN",17,"D+N+","D+","N+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00123119015048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73077975376197,0,0,0,0,0,0,0,0,0.785636114911081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NN_18","NN",18,"D+N-","D+","N-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953394495412844,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34256880733945,0,0,0,0,0,0,0,0,0.707706422018349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NN_19","NN",19,"D-N+","D-","N+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04838709677419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305017921146953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NN_2","NN",2,"D-N-","D-","N-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560215053763441,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06912442396313,0,0,0,0,0,0,0,0,0.737173579109063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NN_20","NN",20,"D-N-","D-","N-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05894039735099,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50927152317881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NN_21","NN",21,"D-N+","D-","N+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864963503649635,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53284671532847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NN_22","NN",22,"D-N-","D-","N-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625106382978723,0,0.0714893617021277,0,0,0,0,0,0,0,0,0,0,0,1.39262411347518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NN_23","NN",23,"D-N+","D-","N+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93266832917706,0,0.180049875311721,0,0,0,0,0,0,0,0,0,0,0,1.56558603491272,0,0,0,0,0,0,0,0,0.512219451371571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NN_24","NN",24,"D-N-","D-","N-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73982300884956,0,0.965929203539823,0,0,0,0,0,0,0,0,0,0,0,1.80973451327434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NN_25","NN",25,"D+N+","D+","N+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.925,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54255319148936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NN_26","NN",26,"D+N-","D+","N-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167372881355932,0,0,0,0,0,0,0,0,0,0,5.30466101694915,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42838983050847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NN_27","NN",27,"D+N-","D+","N-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.20634920634921,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10079365079365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NN_28","NN",28,"D+N+","D+","N+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51925925925926,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50814814814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
